state,county,party,total_votes,number,per capita income
New York,Genesee,DEM,7048,962,25403
Kansas,Clark,REP,885,963,25385
Kansas,Clark,DEM,143,963,25385
Minnesota,BlueEarth,DEM,18330,964,25380
Minnesota,BlueEarth,REP,16731,964,25380
Maryland,Wicomico,REP,22940,965,25378
Maryland,Wicomico,DEM,22054,965,25378
Wisconsin,Bayfield,DEM,6147,966,25377
Wisconsin,Bayfield,REP,4617,966,25377
South Dakota,Meade,REP,9875,967,25375
South Dakota,Meade,DEM,3285,967,25375
Illinois,White,REP,5788,968,25375
Illinois,White,DEM,1517,968,25375
Michigan,Ottawa,REP,100913,969,25371
Michigan,Ottawa,DEM,64705,969,25371
New York,Steuben,REP,26781,970,25371
New York,Steuben,DEM,11299,970,25371
Minnesota,Rice,REP,17463,971,25370
Minnesota,Rice,DEM,17402,971,25370
Ohio,Miami,REP,40531,972,25369
Ohio,Miami,DEM,15420,972,25369
Tennessee,Decatur,REP,4229,973,25368
Tennessee,Decatur,DEM,904,973,25368
Texas,Bandera,REP,10050,974,25364
Texas,Bandera,DEM,2503,974,25364
Tennessee,Washington,REP,40120,975,25355
Tennessee,Washington,DEM,18214,975,25355
Nebraska,McPherson,REP,275,976,25339
Nebraska,McPherson,DEM,17,976,25339
Ohio,Portage,REP,45034,977,25332
Ohio,Portage,DEM,34935,977,25332
New York,Chemung,REP,19388,978,25329
New York,Chemung,DEM,11573,978,25329
Kansas,Logan,REP,1231,979,25328
Kansas,Logan,DEM,185,979,25328
New York,Wayne,REP,23734,980,25327
New York,Wayne,DEM,12799,980,25327
Ohio,Auglaize,REP,20451,981,25323
Ohio,Auglaize,DEM,4583,981,25323
Nebraska,Harlan,REP,1615,982,25322
Nebraska,Harlan,DEM,282,982,25322
Oregon,Gilliam,REP,834,983,25320
Oregon,Gilliam,DEM,324,983,25320
Iowa,Poweshiek,REP,5657,984,25318
Iowa,Poweshiek,DEM,4306,984,25318
Iowa,Tama,REP,5303,985,25311
Iowa,Tama,DEM,3577,985,25311
Virginia,NewportNews,DEM,53099,986,25310
Virginia,NewportNews,REP,26377,986,25310
Minnesota,YellowMedicine,REP,3734,987,25303
Minnesota,YellowMedicine,DEM,1685,987,25303
Missouri,Andrew,REP,7256,988,25302
Missouri,Andrew,DEM,2351,988,25302
Georgia,Henry,DEM,73276,989,25299
Georgia,Henry,REP,48187,989,25299
Oklahoma,McClain,REP,15295,990,25293
Oklahoma,McClain,DEM,3582,990,25293
New York,Kings,DEM,514133,991,25289
New York,Kings,REP,174731,991,25289
Wisconsin,EauClaire,DEM,31620,992,25287
Wisconsin,EauClaire,REP,25341,992,25287
Minnesota,Cass,REP,11621,993,25287
Minnesota,Cass,DEM,6342,993,25287
Wisconsin,Kewaunee,REP,7927,994,25282
Wisconsin,Kewaunee,DEM,3976,994,25282
Indiana,Allen,REP,92083,995,25279
Indiana,Allen,DEM,73189,995,25279
Wisconsin,GreenLake,REP,7168,996,25275
Wisconsin,GreenLake,DEM,3344,996,25275
Iowa,Butler,REP,5542,997,25269
Iowa,Butler,DEM,2424,997,25269
Arizona,Pima,DEM,304981,998,25269
Arizona,Pima,REP,207758,998,25269
Nebraska,Nemaha,REP,2428,999,25269
Nebraska,Nemaha,DEM,921,999,25269
Nebraska,Frontier,REP,1229,1000,25262
Nebraska,Frontier,DEM,189,1000,25262
Kansas,Marshall,REP,3662,1001,25262
Kansas,Marshall,DEM,1239,1001,25262
Nebraska,KeyaPaha,REP,476,1002,25251
Nebraska,KeyaPaha,DEM,49,1002,25251
Minnesota,Fillmore,REP,7301,1003,25249
Minnesota,Fillmore,DEM,4551,1003,25249
North Carolina,Cabarrus,REP,63237,1004,25247
North Carolina,Cabarrus,DEM,52162,1004,25247
Virginia,Hampton,DEM,46220,1005,25247
Virginia,Hampton,REP,18430,1005,25247
Virginia,Westmoreland,REP,5318,1006,25245
Virginia,Westmoreland,DEM,4501,1006,25245
South Dakota,Hamlin,REP,2372,1007,25233
South Dakota,Hamlin,DEM,647,1007,25233
New York,Madison,REP,16553,1008,25230
New York,Madison,DEM,10417,1008,25230
Illinois,Crawford,REP,7025,1009,25214
Illinois,Crawford,DEM,2198,1009,25214
Nebraska,Knox,REP,3721,1010,25214
Nebraska,Knox,DEM,905,1010,25214
Nebraska,Cherry,REP,2844,1011,25213
Nebraska,Cherry,DEM,373,1011,25213
Maryland,Caroline,REP,10283,1012,25211
Maryland,Caroline,DEM,5095,1012,25211
Nebraska,Burt,REP,2580,1013,25203
Nebraska,Burt,DEM,1063,1013,25203
Georgia,Houston,REP,41534,1014,25195
Georgia,Houston,DEM,32232,1014,25195
Oregon,Lincoln,DEM,17248,1015,25194
Oregon,Lincoln,REP,12336,1015,25194
Texas,Cooke,REP,15579,1016,25186
Texas,Cooke,DEM,3205,1016,25186
Nebraska,Antelope,REP,3093,1017,25186
Nebraska,Antelope,DEM,452,1017,25186
Arizona,Yavapai,REP,91527,1018,25186
Arizona,Yavapai,DEM,49602,1018,25186
Oregon,HoodRiver,DEM,8671,1019,25181
Oregon,HoodRiver,REP,3911,1019,25181
Mississippi,DeSoto,REP,45788,1020,25176
Mississippi,DeSoto,DEM,27733,1020,25176
Iowa,Hardin,REP,5850,1021,25153
Iowa,Hardin,DEM,2976,1021,25153
Minnesota,Wilkin,REP,2333,1022,25148
Minnesota,Wilkin,DEM,1027,1022,25148
Missouri,Christian,REP,34904,1023,25134
Missouri,Christian,DEM,11126,1023,25134
Virginia,Shenandoah,REP,16463,1024,25134
Virginia,Shenandoah,DEM,6836,1024,25134
Wisconsin,Douglas,DEM,13218,1025,25129
Wisconsin,Douglas,REP,10923,1025,25129
Texas,Lee,REP,6248,1026,25123
Texas,Lee,DEM,1745,1026,25123
Wyoming,BigHorn,REP,4806,1027,25119
Wyoming,BigHorn,DEM,788,1027,25119
Kansas,Haskell,REP,1103,1028,25114
Kansas,Haskell,DEM,261,1028,25114
Virginia,Washington,REP,21678,1029,25109
Virginia,Washington,DEM,6617,1029,25109
New York,Oneida,REP,51950,1030,25103
New York,Oneida,DEM,30542,1030,25103
Missouri,Clinton,REP,7789,1031,25100
Missouri,Clinton,DEM,2894,1031,25100
Virginia,Amelia,REP,5390,1032,25100
Virginia,Amelia,DEM,2411,1032,25100
Illinois,Iroquois,REP,10858,1033,25098
Illinois,Iroquois,DEM,2895,1033,25098
Nebraska,Keith,REP,3544,1034,25097
Nebraska,Keith,DEM,763,1034,25097
Indiana,Tipton,REP,6110,1035,25093
Indiana,Tipton,DEM,1834,1035,25093
Georgia,Chatham,DEM,78369,1036,25093
Georgia,Chatham,REP,53288,1036,25093
Tennessee,Rutherford,REP,81373,1037,25077
Tennessee,Rutherford,DEM,59189,1037,25077
Louisiana,Livingston,REP,54877,1038,25076
Louisiana,Livingston,DEM,9249,1038,25076
Iowa,Clayton,REP,6106,1039,25074
Iowa,Clayton,DEM,3340,1039,25074
Minnesota,Faribault,REP,5191,1040,25065
Minnesota,Faribault,DEM,2531,1040,25065
Iowa,Winneshiek,REP,6235,1041,25062
Iowa,Winneshiek,DEM,5617,1041,25062
Michigan,Barry,REP,23473,1042,25059
Michigan,Barry,DEM,11804,1042,25059
Iowa,PaloAlto,REP,3370,1043,25055
Iowa,PaloAlto,DEM,1519,1043,25055
Nebraska,BoxButte,REP,4002,1044,25046
Nebraska,BoxButte,DEM,1051,1044,25046
Iowa,Muscatine,REP,10823,1045,25038
Iowa,Muscatine,DEM,9372,1045,25038
Colorado,Lake,DEM,2303,1046,25029
Colorado,Lake,REP,1497,1046,25029
Alabama,Limestone,REP,34337,1047,25020
Alabama,Limestone,DEM,13510,1047,25020
Wisconsin,Trempealeau,REP,8828,1048,25017
Wisconsin,Trempealeau,DEM,6283,1048,25017
Texas,Burnet,REP,18721,1049,24998
Texas,Burnet,DEM,5615,1049,24998
Ohio,Montgomery,DEM,131592,1050,24997
Ohio,Montgomery,REP,126085,1050,24997
California,Sierra,REP,1142,1051,24996
California,Sierra,DEM,730,1051,24996
Minnesota,Mower,REP,10067,1052,24990
Minnesota,Mower,DEM,8997,1052,24990
Colorado,Washington,REP,2595,1053,24977
Colorado,Washington,DEM,369,1053,24977
Alabama,Montgomery,DEM,64065,1054,24975
Alabama,Montgomery,REP,33122,1054,24975
Wisconsin,Portage,DEM,20428,1055,24972
Wisconsin,Portage,REP,19299,1055,24972
New York,Sullivan,REP,15555,1056,24963
New York,Sullivan,DEM,10995,1056,24963
Texas,Kaufman,REP,37474,1057,24954
Texas,Kaufman,DEM,18290,1057,24954
Illinois,Livingston,REP,12134,1058,24952
Illinois,Livingston,DEM,4568,1058,24952
Kansas,Stevens,REP,1731,1059,24950
Kansas,Stevens,DEM,233,1059,24950
Minnesota,Aitkin,REP,6258,1060,24939
Minnesota,Aitkin,DEM,3607,1060,24939
Kansas,Saline,REP,15313,1061,24935
Kansas,Saline,DEM,8022,1061,24935
Maryland,Garrett,REP,12000,1062,24932
Maryland,Garrett,DEM,3281,1062,24932
Louisiana,St.James,DEM,6510,1063,24930
Louisiana,St.James,REP,5954,1063,24930
Iowa,Allamakee,REP,4733,1064,24926
Iowa,Allamakee,DEM,2575,1064,24926
Oklahoma,Woodward,REP,6611,1065,24922
Oklahoma,Woodward,DEM,1005,1065,24922
Montana,Carter,REP,775,1066,24921
Montana,Carter,DEM,74,1066,24921
Iowa,Jasper,REP,12082,1067,24905
Iowa,Jasper,DEM,7737,1067,24905
Kansas,Pottawatomie,REP,9247,1068,24892
Kansas,Pottawatomie,DEM,3257,1068,24892
Indiana,Kosciusko,REP,26476,1069,24881
Indiana,Kosciusko,DEM,8350,1069,24881
Minnesota,Hubbard,REP,8202,1070,24880
Minnesota,Hubbard,DEM,4462,1070,24880
New Mexico,DeBaca,REP,656,1071,24879
New Mexico,DeBaca,DEM,231,1071,24879
Florida,Orange,DEM,394857,1072,24877
Florida,Orange,REP,245325,1072,24877
Oklahoma,Wagoner,REP,26165,1073,24874
Oklahoma,Wagoner,DEM,8464,1073,24874
Pennsylvania,Carbon,REP,21773,1074,24861
Pennsylvania,Carbon,DEM,11083,1074,24861
Oklahoma,Dewey,REP,2124,1075,24860
Oklahoma,Dewey,DEM,214,1075,24860
Florida,Alachua,DEM,89527,1076,24857
Florida,Alachua,REP,50891,1076,24857
Delaware,Kent,DEM,44552,1077,24851
Delaware,Kent,REP,41009,1077,24851
Wisconsin,Washburn,REP,6332,1078,24850
Wisconsin,Washburn,DEM,3867,1078,24850
Texas,Kent,REP,411,1079,24839
Texas,Kent,DEM,47,1079,24839
Louisiana,WestBatonRouge,REP,7684,1080,24838
Louisiana,WestBatonRouge,DEM,6200,1080,24838
Nebraska,Sherman,REP,1322,1081,24837
Nebraska,Sherman,DEM,343,1081,24837
New York,Broome,REP,38351,1082,24835
New York,Broome,DEM,32275,1082,24835
Michigan,Benzie,REP,6600,1083,24831
Michigan,Benzie,DEM,5480,1083,24831
Nebraska,Pierce,REP,3462,1084,24830
Nebraska,Pierce,DEM,480,1084,24830
Nebraska,Buffalo,REP,16640,1085,24830
Nebraska,Buffalo,DEM,6350,1085,24830
Georgia,Effingham,REP,23357,1086,24824
Georgia,Effingham,DEM,7720,1086,24824
Texas,Johnson,REP,54523,1087,24816
Texas,Johnson,DEM,16418,1087,24816
Michigan,Keweenaw,REP,862,1088,24802
Michigan,Keweenaw,DEM,672,1088,24802
Louisiana,Lafourche,REP,36024,1089,24798
Louisiana,Lafourche,DEM,8672,1089,24798
Pennsylvania,Luzerne,REP,86889,1090,24793
Pennsylvania,Luzerne,DEM,64822,1090,24793
Missouri,Jefferson,REP,77021,1091,24792
Missouri,Jefferson,DEM,37507,1091,24792
Kansas,Osage,REP,5591,1092,24789
Kansas,Osage,DEM,2099,1092,24789
Texas,Schleicher,REP,939,1093,24787
Texas,Schleicher,DEM,211,1093,24787
Kentucky,Ballard,REP,3356,1094,24781
Kentucky,Ballard,DEM,825,1094,24781
Nebraska,Jefferson,REP,2616,1095,24777
Nebraska,Jefferson,DEM,1016,1095,24777
California,Monterey,DEM,111656,1096,24775
California,Monterey,REP,45031,1096,24775
Ohio,Fulton,REP,15396,1097,24771
Ohio,Fulton,DEM,6545,1097,24771
Colorado,Delta,REP,13081,1098,24771
Colorado,Delta,DEM,5887,1098,24771
South Carolina,Aiken,REP,51589,1099,24769
South Carolina,Aiken,DEM,32275,1099,24769
Wyoming,Albany,DEM,9092,1100,24758
Wyoming,Albany,REP,8579,1100,24758
Michigan,Ingham,DEM,94221,1101,24754
Michigan,Ingham,REP,47640,1101,24754
Virginia,Staunton,DEM,6981,1102,24753
Virginia,Staunton,REP,5695,1102,24753
Missouri,Atchison,REP,2199,1104,24748
Missouri,Atchison,DEM,564,1104,24748
Missouri,Franklin,REP,38034,1105,24742
Missouri,Franklin,DEM,14561,1105,24742
Texas,Orange,REP,29170,1106,24736
Texas,Orange,DEM,6354,1106,24736
Texas,SanJacinto,REP,10154,1107,24733
Texas,SanJacinto,DEM,2332,1107,24733
Montana,Cascade,REP,23314,1108,24727
Montana,Cascade,DEM,15456,1108,24727
Nevada,Churchill,REP,9372,1109,24716
Nevada,Churchill,DEM,3051,1109,24716
Kansas,Edwards,REP,1127,1110,24714
Kansas,Edwards,DEM,267,1110,24714
Colorado,SanJuan,DEM,342,1111,24711
Colorado,SanJuan,REP,202,1111,24711
New York,Cayuga,REP,18208,1112,24702
New York,Cayuga,DEM,13367,1112,24702
Texas,Victoria,REP,23347,1113,24700
Texas,Victoria,DEM,10371,1113,24700
Texas,Montague,REP,8613,1114,24699
Texas,Montague,DEM,1097,1114,24699
Missouri,Warren,REP,13222,1115,24692
Missouri,Warren,DEM,4769,1115,24692
Idaho,Kootenai,REP,62837,1116,24685
Idaho,Kootenai,DEM,24312,1116,24685
Kansas,Russell,REP,2765,1117,24683
Kansas,Russell,DEM,591,1117,24683
Kansas,Morris,REP,2085,1118,24680
Kansas,Morris,DEM,721,1118,24680
New York,Clinton,REP,14354,1119,24676
New York,Clinton,DEM,12690,1119,24676
Wisconsin,Lincoln,REP,10017,1120,24669
Wisconsin,Lincoln,DEM,6261,1120,24669
Virginia,Norfolk,DEM,64440,1121,24659
Virginia,Norfolk,REP,23443,1121,24659
Washington,Asotin,REP,7259,1122,24659
Washington,Asotin,DEM,4233,1122,24659
Illinois,Macoupin,REP,16058,1123,24658
Illinois,Macoupin,DEM,7313,1123,24658
Iowa,Osceola,REP,2688,1124,24653
Iowa,Osceola,DEM,600,1124,24653
North Dakota,Dickey,REP,1742,1125,24644
North Dakota,Dickey,DEM,608,1125,24644
Nebraska,Merrick,REP,3407,1126,24639
Nebraska,Merrick,DEM,740,1126,24639
Hawaii,Hawaii,DEM,58683,1127,24635
Hawaii,Hawaii,REP,26851,1127,24635
Wisconsin,Chippewa,REP,21316,1128,24628
Wisconsin,Chippewa,DEM,14001,1128,24628
Nebraska,Custer,REP,4996,1129,24615
Nebraska,Custer,DEM,768,1129,24615
Indiana,Whitley,REP,12856,1130,24613
Indiana,Whitley,DEM,4233,1130,24613
North Carolina,Polk,REP,7689,1131,24611
North Carolina,Polk,DEM,4518,1131,24611
Michigan,Dickinson,REP,9617,1132,24611
Michigan,Dickinson,DEM,4744,1132,24611
Montana,Park,REP,6025,1133,24611
Montana,Park,DEM,5280,1133,24611
South Dakota,Davison,REP,5613,1134,24597
South Dakota,Davison,DEM,2648,1134,24597
Nebraska,Madison,REP,11678,1135,24593
Nebraska,Madison,DEM,3393,1135,24593
Iowa,Floyd,REP,4730,1136,24590
Iowa,Floyd,DEM,3168,1136,24590
Nebraska,Dodge,REP,10963,1137,24588
Nebraska,Dodge,DEM,5526,1137,24588
Colorado,Moffat,REP,5670,1139,24577
Colorado,Moffat,DEM,1203,1139,24577
Oregon,Wheeler,REP,710,1140,24575
Oregon,Wheeler,DEM,216,1140,24575
Wisconsin,Dodge,REP,31355,1141,24573
Wisconsin,Dodge,DEM,16356,1141,24573
Alabama,Autauga,REP,19764,1142,24571
Alabama,Autauga,DEM,7450,1142,24571
Texas,Hartley,REP,1866,1143,24566
Texas,Hartley,DEM,195,1143,24566
Nebraska,Kimball,REP,1553,1144,24565
Nebraska,Kimball,DEM,267,1144,24565
Tennessee,Anderson,REP,23163,1145,24561
Tennessee,Anderson,DEM,11733,1145,24561
Virginia,Franklin,REP,20895,1146,24557
Virginia,Franklin,DEM,8381,1146,24557
Virginia,Franklin,DEM,2525,1146,24557
Virginia,Franklin,REP,1487,1146,24557
Virginia,Franklin,REP,20895,2437,19588
Virginia,Franklin,DEM,8381,2437,19588
Virginia,Franklin,DEM,2525,2437,19588
Virginia,Franklin,REP,1487,2437,19588
Iowa,Monona,REP,3248,1147,24557
Iowa,Monona,DEM,1407,1147,24557
Nebraska,Gage,REP,7445,1148,24555
Nebraska,Gage,DEM,3385,1148,24555
South Dakota,Grant,REP,2618,1149,24554
South Dakota,Grant,DEM,1056,1149,24554
Minnesota,Pennington,REP,4532,1150,24554
Minnesota,Pennington,DEM,2568,1150,24554
Minnesota,Clay,DEM,16345,1151,24550
Minnesota,Clay,REP,15031,1151,24550
Kansas,Nemaha,REP,4612,1152,24550
Kansas,Nemaha,DEM,920,1152,24550
Missouri,Ray,REP,8328,1153,24549
Missouri,Ray,DEM,3107,1153,24549
Iowa,Winnebago,REP,3707,1154,24547
Iowa,Winnebago,DEM,2135,1154,24547
North Carolina,Haywood,REP,22834,1155,24536
North Carolina,Haywood,DEM,13144,1155,24536
Indiana,Carroll,REP,7086,1156,24531
Indiana,Carroll,DEM,2224,1156,24531
Kentucky,Boyd,REP,14295,1157,24530
Kentucky,Boyd,DEM,7083,1157,24530
Illinois,Whiteside,REP,14472,1158,24525
Illinois,Whiteside,DEM,12195,1158,24525
Kentucky,Clark,REP,11811,1159,24524
Kentucky,Clark,DEM,6004,1159,24524
Iowa,Mitchell,REP,3677,1160,24518
Iowa,Mitchell,DEM,2053,1160,24518
Iowa,Hamilton,REP,4956,1161,24510
Iowa,Hamilton,DEM,2842,1161,24510
Kansas,Hamilton,REP,684,1162,24510
Kansas,Hamilton,DEM,134,1162,24510
Iowa,Monroe,REP,2975,1163,24508
Iowa,Monroe,DEM,1078,1163,24508
Kansas,Clay,REP,3129,1164,24503
Kansas,Clay,DEM,883,1164,24503
Nebraska,Rock,REP,744,1165,24501
Nebraska,Rock,DEM,84,1165,24501
Wisconsin,Buffalo,REP,4834,1166,24500
Wisconsin,Buffalo,DEM,2860,1166,24500
Florida,Bay,REP,66063,1167,24498
Florida,Bay,DEM,25572,1167,24498
Florida,Flagler,REP,43039,1168,24497
Florida,Flagler,DEM,28148,1168,24497
Nebraska,Cuming,REP,3507,1169,24496
Nebraska,Cuming,DEM,870,1169,24496
South Carolina,Dorchester,REP,41913,1170,24495
South Carolina,Dorchester,DEM,33824,1170,24495
Illinois,Winnebago,REP,60592,1171,24495
Illinois,Winnebago,DEM,58791,1171,24495
Iowa,Jackson,REP,6940,1172,24493
Iowa,Jackson,DEM,4029,1172,24493
Georgia,Jones,REP,9965,1173,24485
Georgia,Jones,DEM,4888,1173,24485
Pennsylvania,Susquehanna,REP,14879,1174,24477
Pennsylvania,Susquehanna,DEM,6084,1174,24477
Illinois,Scott,REP,2104,1175,24471
Illinois,Scott,DEM,569,1175,24471
Indiana,Shelby,REP,14568,1176,24459
Indiana,Shelby,DEM,5023,1176,24459
New York,Yates,REP,6208,1177,24457
New York,Yates,DEM,4217,1177,24457
Minnesota,Benton,REP,14382,1178,24453
Minnesota,Benton,DEM,7281,1178,24453
Ohio,Stark,REP,108610,1179,24453
Ohio,Stark,DEM,74336,1179,24453
Nebraska,Wayne,REP,3055,1180,24448
Nebraska,Wayne,DEM,1022,1180,24448
Maine,Androscoggin,,,1181,24442
South Carolina,Georgetown,REP,20487,1182,24437
South Carolina,Georgetown,DEM,15822,1182,24437
Nevada,WhitePine,REP,3403,1183,24435
Nevada,WhitePine,DEM,859,1183,24435
Virginia,PrinceGeorge,REP,10103,1184,24434
Virginia,PrinceGeorge,DEM,7103,1184,24434
Minnesota,Carlton,DEM,10094,1185,24434
Minnesota,Carlton,REP,9787,1185,24434
Montana,Fergus,REP,4869,1186,24429
Montana,Fergus,DEM,1496,1186,24429
Oregon,Polk,REP,23670,1187,24426
Oregon,Polk,DEM,22842,1187,24426
Iowa,DesMoines,REP,10589,1188,24408
Iowa,DesMoines,DEM,8887,1188,24408
Arkansas,Faulkner,REP,34338,1189,24401
Arkansas,Faulkner,DEM,18267,1189,24401
Oregon,Jackson,REP,63814,1190,24378
Oregon,Jackson,DEM,59442,1190,24378
Indiana,Vanderburgh,REP,41838,1191,24378
Indiana,Vanderburgh,DEM,34404,1191,24378
Michigan,Antrim,REP,9783,1192,24370
Michigan,Antrim,DEM,7289,1192,24370
Wisconsin,Pepin,REP,2584,1193,24367
Wisconsin,Pepin,DEM,1489,1193,24367
New Hampshire,Coos,,,1194,24367
Michigan,St.Clair,REP,59186,1195,24357
Michigan,St.Clair,DEM,31363,1195,24357
Louisiana,Calcasieu,REP,55066,1196,24355
Louisiana,Calcasieu,DEM,25982,1196,24355
Texas,Colorado,REP,7440,1197,24348
Texas,Colorado,DEM,2403,1197,24348
Illinois,Morgan,REP,9903,1198,24337
Illinois,Morgan,DEM,5020,1198,24337
West Virginia,Marshall,REP,10435,1199,24329
West Virginia,Marshall,DEM,3455,1199,24329
Texas,Jack,REP,3415,1200,24325
Texas,Jack,DEM,331,1200,24325
Iowa,Sioux,REP,15680,1201,24324
Iowa,Sioux,DEM,3019,1201,24324
Idaho,Boise,REP,3495,1202,24324
Idaho,Boise,DEM,1214,1202,24324
Oregon,Sherman,REP,914,1203,24314
Oregon,Sherman,DEM,257,1203,24314
Indiana,Clark,REP,33656,1204,24312
Indiana,Clark,DEM,23088,1204,24312
Michigan,Otsego,REP,9779,1205,24312
Michigan,Otsego,DEM,4743,1205,24312
Kentucky,Bullitt,REP,30708,1206,24308
Kentucky,Bullitt,DEM,10551,1206,24308
Louisiana,Caddo,DEM,55110,1207,24308
Louisiana,Caddo,REP,48021,1207,24308
Texas,Lavaca,REP,8802,1208,24299
Texas,Lavaca,DEM,1333,1208,24299
Indiana,Jasper,REP,11383,1209,24297
Indiana,Jasper,DEM,3798,1209,24297
Illinois,Clark,REP,6215,1210,24296
Illinois,Clark,DEM,1990,1210,24296
Wisconsin,Milwaukee,DEM,317251,1211,24295
Wisconsin,Milwaukee,REP,134355,1211,24295
Kansas,Ellis,REP,9569,1212,24291
Kansas,Ellis,DEM,3633,1212,24291
Oregon,Yamhill,REP,29500,1213,24290
Oregon,Yamhill,DEM,27123,1213,24290
Iowa,Howard,REP,3127,1214,24286
Iowa,Howard,DEM,1772,1214,24286
Iowa,BlackHawk,DEM,35621,1215,24273
Iowa,BlackHawk,REP,29623,1215,24273
Iowa,Louisa,REP,3500,1216,24272
Iowa,Louisa,DEM,1726,1216,24272
Montana,Broadwater,REP,3173,1217,24270
Montana,Broadwater,DEM,835,1217,24270
Indiana,Wells,REP,10855,1218,24269
Indiana,Wells,DEM,2928,1218,24269
North Carolina,Craven,REP,31032,1219,24260
North Carolina,Craven,DEM,21151,1219,24260
Montana,JudithBasin,REP,1040,1220,24260
Montana,JudithBasin,DEM,275,1220,24260
Utah,Rich,REP,1157,1221,24258
Utah,Rich,DEM,180,1221,24258
Indiana,Gibson,REP,11817,1222,24258
Indiana,Gibson,DEM,4027,1222,24258
Idaho,NezPerce,REP,13738,1223,24257
Idaho,NezPerce,DEM,6686,1223,24257
Texas,Bexar,DEM,440823,1224,24253
Texas,Bexar,REP,303871,1224,24253
Texas,Ector,REP,32586,1225,24247
Texas,Ector,DEM,11310,1225,24247
Mississippi,Franklin,REP,2923,1226,24234
Mississippi,Franklin,DEM,1480,1226,24234
Oregon,Lane,DEM,133924,1227,24224
Oregon,Lane,REP,80144,1227,24224
Nebraska,Platte,REP,11827,1228,24219
Nebraska,Platte,DEM,3208,1228,24219
Illinois,Adams,REP,24131,1229,24217
Illinois,Adams,DEM,8569,1229,24217
South Dakota,Marshall,REP,1287,1230,24205
South Dakota,Marshall,DEM,858,1230,24205
Iowa,Webster,REP,10927,1231,24203
Iowa,Webster,DEM,6604,1231,24203
Kansas,Wabaunsee,REP,2813,1232,24199
Kansas,Wabaunsee,DEM,956,1232,24199
Colorado,Adams,DEM,134202,1233,24195
Colorado,Adams,REP,95657,1233,24195
Pennsylvania,Wyoming,REP,9936,1234,24195
Pennsylvania,Wyoming,DEM,4704,1234,24195
Pennsylvania,Erie,DEM,68336,1235,24189
Pennsylvania,Erie,REP,66912,1235,24189
Florida,Lake,REP,125853,1236,24183
Florida,Lake,DEM,83491,1236,24183
Pennsylvania,Warren,REP,14020,1237,24179
Pennsylvania,Warren,DEM,5987,1237,24179
Oklahoma,Garfield,REP,16970,1238,24177
Oklahoma,Garfield,DEM,4919,1238,24177
Kansas,Rush,REP,1425,1239,24175
Kansas,Rush,DEM,291,1239,24175
Illinois,Jasper,REP,4492,1240,24174
Illinois,Jasper,DEM,1006,1240,24174
New York,Schuyler,REP,5620,1241,24173
New York,Schuyler,DEM,3902,1241,24173
Texas,Leon,REP,7522,1242,24170
Texas,Leon,DEM,1072,1242,24170
Georgia,Paulding,REP,54525,1243,24168
Georgia,Paulding,DEM,29704,1243,24168
New York,Washington,REP,14577,1244,24168
New York,Washington,DEM,8537,1244,24168
South Carolina,Berkeley,REP,57397,1245,24165
South Carolina,Berkeley,DEM,45223,1245,24165
New York,Otsego,REP,13503,1246,24165
New York,Otsego,DEM,10906,1246,24165
Virginia,Alleghany,REP,5859,1247,24162
Virginia,Alleghany,DEM,2243,1247,24162
Kentucky,Anderson,REP,9651,1248,24161
Kentucky,Anderson,DEM,3339,1248,24161
Ohio,Mercer,REP,19145,1249,24157
Ohio,Mercer,DEM,3981,1249,24157
Utah,Kane,REP,2998,1250,24154
Utah,Kane,DEM,1083,1250,24154
South Dakota,Campbell,REP,747,1251,24152
South Dakota,Campbell,DEM,117,1251,24152
Kentucky,Hardin,REP,29832,1252,24147
Kentucky,Hardin,DEM,18101,1252,24147
Michigan,Allegan,REP,41381,1253,24140
Michigan,Allegan,DEM,24447,1253,24140
Iowa,Chickasaw,REP,4308,1254,24139
Iowa,Chickasaw,DEM,2233,1254,24139
Kentucky,Mercer,REP,8506,1255,24138
Kentucky,Mercer,DEM,3033,1255,24138
Minnesota,Pipestone,REP,3553,1256,24137
Minnesota,Pipestone,DEM,1306,1256,24137
Missouri,Holt,REP,1976,1257,24127
Missouri,Holt,DEM,338,1257,24127
Indiana,Marion,DEM,247265,1258,24124
Indiana,Marion,REP,133968,1258,24124
Nebraska,Holt,REP,4769,1259,24120
Nebraska,Holt,DEM,686,1259,24120
Kansas,Jackson,REP,4435,1260,24117
