state,county,state_id,county_id,DEM_votes,REP_votes,normalized_election_outcome,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Texas,Bosque,48.0,35.0,7446.0,1552.0,0.8275172260502334,17955,8831,9124,17.6,78.7,1.4,0.3,0.3,0.0,13377,48677,25763,15.6,26.5,29.3,16.6,21.7,16.0,16.4,79.2,10.0,0.1,4.5,1.2,5.0,29.6,7475,76.6,11.5,11.3,0.6,5.2
Texas,Brazos,48.0,41.0,47456.0,35242.0,0.5738470096011995,214231,108478,105753,25.1,56.7,10.2,0.1,6.0,0.0,150587,43907,25337,26.0,22.9,41.1,18.0,22.9,8.7,9.3,77.7,11.3,2.4,2.5,2.7,3.4,17.0,103649,69.5,24.8,5.6,0.1,4.7
Texas,Tarrant,48.0,439.0,408224.0,409752.0,0.4990659872661301,1983675,971142,1012533,28.2,48.3,15.6,0.3,5.1,0.2,1270469,62532,30857,13.5,19.4,36.6,16.2,25.2,9.0,13.0,82.5,10.2,0.6,1.2,1.2,4.3,27.0,974947,83.0,11.3,5.6,0.1,5.4
Texas,Burnet,48.0,53.0,18721.0,5615.0,0.7692718606180144,45017,22234,22783,21.9,74.1,1.5,0.6,0.7,0.0,33766,57173,29247,12.3,18.4,30.2,18.8,22.4,14.9,13.6,76.4,12.5,0.2,2.7,1.6,6.6,26.2,19567,75.3,12.4,12.0,0.3,4.3
Texas,Caldwell,48.0,55.0,7975.0,6536.0,0.54958307490869,40544,20563,19981,50.7,41.1,6.1,0.2,1.0,0.1,28283,51346,23366,17.7,22.9,25.3,20.2,23.5,17.4,13.7,79.0,11.6,0.2,3.6,1.7,4.0,30.6,18238,74.3,18.9,6.7,0.1,3.4
Texas,Red River,48.0,387.0,4513.0,1244.0,0.783915233628626,12353,5803,6550,7.3,73.1,17.6,0.2,0.0,0.0,9753,35356,21177,16.5,18.5,26.5,18.7,20.1,14.5,20.3,83.0,8.2,0.0,2.8,1.8,4.2,30.7,4770,71.0,19.2,9.8,0.0,9.0
Texas,Duval,48.0,131.0,2442.0,2573.0,0.4869391824526421,11434,5891,5543,89.3,9.0,1.4,0.0,0.3,0.0,8283,35443,19085,25.2,36.2,19.6,27.1,18.5,22.2,12.7,74.0,15.5,0.0,3.1,1.2,6.2,27.6,3950,73.5,18.5,7.2,0.8,13.6
Texas,Montgomery,48.0,339.0,193224.0,74255.0,0.7223894212255916,535187,265034,270153,23.0,67.9,4.5,0.1,2.8,0.1,352796,74323,38012,10.3,13.9,39.8,15.3,24.0,10.5,10.5,82.1,9.1,1.2,0.9,1.2,5.5,32.7,249640,81.1,10.7,8.1,0.1,4.9
Texas,Hamilton,48.0,193.0,3613.0,641.0,0.8493182886694876,8220,4062,4158,12.0,85.1,0.7,0.7,0.2,0.0,6304,46611,26522,16.1,23.8,29.0,18.9,19.9,18.7,13.4,71.6,16.9,0.0,6.1,0.0,5.4,19.1,3584,69.3,18.1,11.1,1.5,3.1
Texas,Taylor,48.0,441.0,39439.0,14489.0,0.7313269544577956,135371,66258,69113,23.8,64.5,7.4,0.5,1.9,0.1,98253,49161,25419,16.1,20.6,30.6,22.3,25.0,11.5,10.6,81.1,10.3,0.6,2.2,1.0,4.8,16.9,62872,78.0,15.7,6.0,0.2,4.4
Texas,Liberty,48.0,291.0,23288.0,5779.0,0.8011834726665978,79884,39491,40393,21.9,65.8,10.0,0.3,0.6,0.0,55185,48344,22153,16.2,21.5,24.7,14.9,22.0,18.1,20.3,88.9,6.5,0.3,1.0,1.2,2.2,36.9,28685,79.3,13.9,6.5,0.3,7.8
Texas,Lubbock,48.0,303.0,78560.0,39757.0,0.6639789717453959,298042,147080,150962,34.5,54.5,6.9,0.4,2.1,0.1,216218,49078,26196,18.8,21.4,35.0,19.9,25.3,9.9,9.8,81.2,12.3,0.9,1.9,1.2,2.5,17.3,145154,78.1,16.1,5.7,0.1,4.8
Texas,Waller,48.0,473.0,14206.0,8130.0,0.6360136103151862,48443,24209,24234,29.4,43.0,24.9,0.1,0.7,0.0,32066,53506,23888,18.0,25.1,26.5,21.5,25.0,14.0,13.0,78.7,10.8,0.9,3.9,1.4,4.4,30.0,21837,75.6,15.9,7.9,0.6,7.8
Texas,Cass,48.0,67.0,10979.0,2777.0,0.7981244547833672,30118,14599,15519,4.3,76.4,17.0,0.0,0.4,0.0,22979,41432,22145,18.5,30.7,22.9,19.3,24.6,14.0,19.2,89.5,4.3,0.2,0.6,3.4,2.0,24.0,11991,74.0,16.7,9.3,0.0,7.3
Texas,Panola,48.0,365.0,9322.0,2057.0,0.8192284031988751,23574,11635,11939,8.6,73.4,16.3,0.1,0.6,0.0,17245,49704,26205,15.3,22.3,24.0,16.7,24.9,18.2,16.2,89.2,6.0,0.5,1.8,0.8,1.7,25.9,9855,80.8,11.2,8.0,0.0,3.8
Texas,Cameron,48.0,61.0,48834.0,63732.0,0.4338254890464261,420201,203657,216544,89.3,9.3,0.4,0.1,0.6,0.0,224981,36095,16085,31.2,43.9,28.2,26.3,24.3,10.5,10.6,84.8,9.1,0.5,1.3,1.8,2.4,20.2,153938,73.8,17.1,8.9,0.3,8.0
Texas,Runnels,48.0,399.0,3682.0,531.0,0.8739615475907904,10266,5050,5216,33.8,62.3,1.3,0.4,1.1,0.0,7659,41226,22190,16.3,20.2,31.1,15.2,21.8,17.9,14.0,82.9,11.0,0.0,2.6,0.6,2.8,21.9,4184,68.5,21.5,9.6,0.5,3.2
Texas,Tom Green,48.0,451.0,32129.0,12106.0,0.7263253080140161,116906,57848,59058,38.8,54.3,4.0,0.2,1.1,0.0,85961,49662,27513,12.9,17.2,32.2,18.3,24.8,13.1,11.6,79.4,10.4,0.2,4.1,2.4,3.6,17.8,53414,77.1,15.9,7.0,0.1,3.8
Texas,Clay,48.0,77.0,5064.0,614.0,0.8918633321592109,10369,5184,5185,5.7,90.4,0.5,1.2,0.3,0.0,7989,46863,27593,15.0,21.8,30.6,16.5,24.4,14.7,13.9,84.5,7.5,0.0,2.5,1.0,4.5,23.9,4373,74.4,14.5,10.9,0.3,7.2
Texas,Madison,48.0,313.0,4165.0,1084.0,0.7934844732329968,13979,8649,5330,22.4,55.8,17.4,0.1,1.1,0.2,10426,44004,17436,15.4,18.5,28.6,23.2,19.7,14.9,13.6,76.3,12.6,0.0,7.3,0.6,3.3,23.4,4249,67.2,21.2,10.8,0.8,3.1
Texas,Jones,48.0,253.0,5621.0,989.0,0.8503782148260212,19969,12658,7311,27.2,54.8,14.5,0.1,0.3,0.0,15944,48601,17960,15.9,19.9,31.9,24.0,19.5,10.5,14.1,76.9,16.6,0.0,2.7,1.0,2.8,20.2,5057,65.5,23.2,11.1,0.3,4.2
Texas,Callahan,48.0,59.0,6006.0,734.0,0.8910979228486647,13660,6650,7010,9.1,86.8,1.5,0.1,0.2,0.0,10269,40945,22205,15.6,15.4,24.9,15.2,24.8,18.3,16.7,84.7,8.8,0.0,0.8,0.3,5.4,22.9,5128,72.1,16.3,10.2,1.4,3.5
Texas,Palo Pinto,48.0,363.0,10170.0,2177.0,0.8236818660403337,28109,13904,14205,19.7,75.4,2.4,0.6,0.6,0.1,20418,45067,24840,18.3,28.3,24.3,20.0,22.0,14.1,19.5,81.7,8.0,0.5,2.1,3.2,4.5,23.5,11724,78.6,11.4,9.9,0.1,7.9
Texas,Walker,48.0,471.0,15368.0,7875.0,0.6611883147614336,70818,41435,29383,17.8,56.9,22.9,0.3,1.2,0.0,56277,41456,17194,24.3,24.3,31.7,27.7,22.1,8.8,9.7,82.0,8.6,0.1,3.9,1.6,3.8,25.8,24044,60.9,35.0,3.9,0.2,3.4
Texas,Coleman,48.0,83.0,3640.0,451.0,0.8897580053776583,8422,4282,4140,17.4,77.3,2.7,0.8,0.8,0.0,6470,40804,26436,20.3,29.0,33.0,11.9,19.3,18.4,17.5,87.8,7.2,0.1,0.8,1.6,2.5,24.5,3310,72.6,15.6,11.8,0.1,5.1
Texas,Titus,48.0,449.0,7563.0,2852.0,0.7261641862698032,32664,16055,16609,42.1,46.3,9.1,0.2,0.8,0.0,18900,46980,21090,19.3,29.4,22.8,17.3,21.4,10.4,28.1,83.4,11.5,0.4,0.6,2.4,1.7,18.8,14307,83.5,9.9,6.5,0.1,6.1
Texas,Goliad,48.0,175.0,3081.0,872.0,0.7794080445231469,7510,3778,3732,35.6,58.6,5.3,0.0,0.2,0.0,5773,56737,30075,16.4,31.2,29.4,11.9,24.7,16.7,17.2,76.0,13.4,0.0,5.2,0.0,5.4,29.9,2994,71.7,20.7,7.6,0.0,6.4
Texas,Jackson,48.0,239.0,5116.0,1018.0,0.8340397782849692,14756,7214,7542,32.3,59.4,7.1,0.0,0.3,0.1,10103,58504,26809,13.7,17.9,26.6,15.3,19.8,19.1,19.2,81.1,10.8,1.8,1.5,0.6,4.2,25.7,6760,76.2,15.1,7.9,0.8,4.7
Texas,Angelina,48.0,5.0,25070.0,9136.0,0.7329123545576799,87700,42707,44993,21.5,61.2,14.7,0.1,1.1,0.0,60533,46472,21974,19.1,27.1,28.2,20.9,24.0,12.3,14.6,82.9,11.9,0.4,1.7,0.9,2.2,18.7,36164,77.2,16.7,6.0,0.1,7.6
Texas,Hays,48.0,209.0,47427.0,59213.0,0.4447393098274569,194843,96973,97870,37.8,55.3,3.5,0.2,1.3,0.0,139025,62815,29253,15.3,14.8,37.5,18.7,25.7,9.2,9.0,78.9,9.8,0.8,2.0,2.1,6.4,30.1,99069,75.3,17.6,6.9,0.3,5.3
Texas,Lampasas,48.0,281.0,8070.0,2134.0,0.7908663269306154,20473,10144,10329,19.2,72.9,3.0,0.4,1.1,1.0,15176,54467,26405,12.0,14.9,32.4,20.4,20.3,15.4,11.5,76.5,14.8,0.2,2.7,3.1,2.7,27.4,8612,70.3,21.8,7.7,0.1,7.4
Texas,Live Oak,48.0,297.0,4198.0,819.0,0.8367550328881802,12043,6548,5495,38.8,57.6,2.4,0.0,0.6,0.0,8921,51480,22847,16.3,23.8,25.2,16.4,25.4,16.8,16.2,79.4,10.7,0.0,1.7,2.4,5.7,33.5,4301,71.0,15.8,12.2,1.0,3.8
Texas,Hale,48.0,189.0,7162.0,2271.0,0.7592494434432312,34527,17906,16621,58.8,34.6,4.4,0.1,0.2,0.0,22811,46012,19205,19.8,27.2,25.6,21.8,21.0,16.0,15.6,82.3,12.5,0.4,1.3,0.4,3.2,17.7,14267,74.3,19.1,6.4,0.2,6.4
Texas,Mills,48.0,333.0,2214.0,271.0,0.8909456740442656,4887,2275,2612,18.3,81.3,0.2,0.0,0.1,0.0,3549,46318,24858,14.9,19.8,29.8,15.5,28.4,12.0,14.4,78.8,7.4,0.0,6.7,0.9,6.2,16.5,2055,71.3,18.4,10.0,0.2,2.9
Texas,Jim Wells,48.0,249.0,7389.0,6025.0,0.5508424034590726,41318,20134,21184,80.2,18.3,0.5,0.1,0.6,0.1,28280,41103,20631,23.0,32.4,28.6,18.8,20.3,17.1,15.2,83.8,9.6,0.0,2.6,1.0,3.2,28.6,16282,78.5,13.1,8.4,0.0,5.3
Texas,Matagorda,48.0,321.0,9836.0,3726.0,0.7252617608022416,36744,18249,18495,41.4,44.9,10.2,0.4,2.0,0.1,24931,44896,23294,20.6,33.8,23.9,18.9,21.8,18.2,17.3,82.5,11.1,0.9,2.2,1.1,2.1,21.7,16009,79.5,14.4,6.0,0.1,6.4
Texas,Dallas,48.0,113.0,307076.0,598576.0,0.33906621969586553,2552213,1257751,1294462,39.6,30.2,22.1,0.2,6.0,0.0,1473599,53626,29810,17.7,27.1,34.0,17.7,24.1,11.5,12.8,78.4,11.0,2.8,1.5,2.0,4.3,27.2,1252101,84.3,9.1,6.4,0.2,5.9
Texas,Jack,48.0,237.0,3415.0,331.0,0.9116390816871328,8839,4973,3866,16.3,77.9,4.5,0.4,0.1,0.0,6485,52829,25553,18.2,27.8,24.9,13.0,24.0,19.6,18.4,85.6,8.0,0.0,1.0,0.6,4.8,26.5,3160,76.1,13.8,9.5,0.6,3.6
Texas,Starr,48.0,427.0,8224.0,9099.0,0.4747445592564799,63420,30815,32605,99.2,0.6,0.0,0.0,0.1,0.0,29308,27133,13167,35.0,45.7,22.3,30.5,17.6,17.9,11.8,69.0,20.2,0.4,4.5,0.8,5.2,23.1,21423,67.9,22.5,8.3,1.2,15.0
Texas,Hood,48.0,221.0,26487.0,5641.0,0.8244210657370518,55418,27199,28219,12.0,84.8,0.7,0.9,0.8,0.0,42883,60275,32578,12.3,20.3,32.6,14.9,23.3,13.2,16.1,87.7,6.2,0.2,0.5,0.9,4.5,32.5,22905,80.1,10.5,9.1,0.3,3.0
Texas,Kendall,48.0,259.0,20064.0,6008.0,0.7695612150966554,40306,19568,20738,23.0,73.6,0.7,0.0,0.7,0.1,29350,81023,39517,5.7,7.7,44.8,16.5,22.6,9.1,7.0,79.1,9.7,0.1,2.3,1.2,7.6,31.2,18640,75.8,13.6,10.7,0.0,4.4
Texas,Bee,48.0,25.0,5999.0,3280.0,0.6465136329345834,32729,19883,12846,58.2,32.2,8.2,0.5,0.5,0.0,24925,45415,17504,19.7,31.8,20.9,24.2,26.1,12.1,16.7,80.3,12.6,0.0,2.6,1.8,2.6,21.9,10125,71.0,23.3,5.5,0.2,6.3
Texas,Young,48.0,503.0,7112.0,1036.0,0.872852233676976,18166,8922,9244,18.1,78.8,1.5,0.5,0.4,0.0,13070,46351,25661,16.5,25.9,31.5,17.8,21.9,15.1,13.7,83.0,9.0,0.0,0.6,1.4,6.1,15.3,8248,69.8,17.1,11.9,1.2,4.5
Texas,Comal,48.0,91.0,62260.0,24369.0,0.7186969721455864,129100,63732,65368,26.8,68.7,2.0,0.1,1.0,0.0,94928,73655,35841,9.2,14.1,39.0,14.7,27.3,10.0,9.0,80.7,8.5,0.2,1.6,1.4,7.6,30.6,59833,78.7,12.8,8.0,0.4,3.8
Texas,San Saba,48.0,411.0,2308.0,287.0,0.8894026974951831,5851,2949,2902,29.7,65.3,2.8,0.0,0.0,0.0,4169,40301,22481,17.4,33.3,29.0,16.8,14.8,24.5,14.9,69.3,22.5,0.0,2.2,1.9,4.1,25.8,2475,70.1,16.4,13.1,0.4,3.2
Texas,Kerr,48.0,265.0,20858.0,6510.0,0.7621309558608594,50761,24563,26198,26.1,69.9,1.4,0.2,1.0,0.0,38666,48698,28484,13.8,23.3,30.3,24.1,23.2,12.7,9.8,78.8,14.0,0.0,1.9,0.7,4.5,20.0,21475,72.3,15.2,12.5,0.0,6.0
Texas,Lamb,48.0,279.0,3513.0,835.0,0.8079576816927323,13368,6832,6536,55.0,39.8,3.6,0.3,0.5,0.0,8783,43712,21760,20.5,28.3,34.8,14.9,19.1,18.1,13.2,82.2,9.0,0.1,2.0,3.2,3.6,17.2,5671,74.6,18.2,7.1,0.2,3.6
Texas,Scurry,48.0,415.0,4978.0,818.0,0.8588681849551415,17346,9446,7900,39.7,53.6,4.5,0.1,0.2,0.0,12385,54565,24140,12.8,17.2,23.7,17.4,23.3,20.7,15.0,82.2,12.8,0.3,1.0,2.0,1.6,16.6,6772,77.0,13.1,9.8,0.2,4.6
Texas,Uvalde,48.0,463.0,6160.0,4066.0,0.6023860747115196,27015,13188,13827,70.9,27.1,0.1,0.4,1.0,0.0,17424,40781,19146,17.9,27.7,24.1,22.3,22.0,18.2,13.4,84.4,10.2,0.0,1.1,1.4,2.9,18.5,11605,70.6,20.6,8.8,0.0,5.9
Texas,Jasper,48.0,241.0,12453.0,2906.0,0.8107949736310958,35444,17420,18024,6.5,74.7,16.7,0.1,0.5,0.0,26438,41960,21402,16.8,22.3,23.7,18.8,24.7,16.6,16.2,80.5,11.7,0.2,0.3,5.5,1.9,29.9,12541,80.2,14.1,5.8,0.0,10.3
Texas,Blanco,48.0,31.0,5429.0,1905.0,0.7402508862830651,11089,5576,5513,19.1,77.6,0.0,0.0,0.6,0.0,8562,58500,31249,10.8,16.1,33.6,18.2,21.0,16.7,10.4,77.9,8.6,0.0,3.1,1.3,9.2,27.8,5106,66.2,16.9,16.4,0.4,5.7
Texas,Bandera,48.0,19.0,10050.0,2503.0,0.8006054329642317,21316,10570,10746,18.0,78.8,1.0,0.2,0.2,0.0,17097,56413,29177,16.5,31.2,35.7,17.4,22.7,17.5,6.7,80.2,9.8,0.1,1.9,0.4,7.6,37.0,8682,70.8,17.9,11.0,0.3,5.7
Texas,Haskell,48.0,207.0,1837.0,353.0,0.8388127853881279,5806,3247,2559,27.6,65.8,3.1,0.6,0.7,0.0,3969,43529,21120,19.3,32.6,22.9,22.3,19.5,17.2,18.0,79.5,11.9,0.0,4.4,1.4,2.9,16.1,2180,62.4,18.7,18.1,0.8,9.5
Texas,Gaines,48.0,165.0,5323.0,572.0,0.9029686174724344,19889,10082,9807,40.6,56.3,2.3,0.1,0.5,0.0,10115,58167,22656,11.0,11.6,28.6,11.8,18.6,24.9,16.1,74.9,18.8,0.0,4.1,0.1,2.1,19.0,8134,76.0,12.5,11.0,0.4,4.5
Texas,Fisher,48.0,151.0,1448.0,352.0,0.8044444444444444,3875,1867,2008,29.8,66.5,2.9,0.0,0.5,0.1,2961,45294,27750,17.4,24.5,32.8,16.6,19.8,17.2,13.6,81.3,11.0,0.0,3.3,0.9,3.5,21.3,1728,68.3,18.2,13.1,0.4,5.6
Texas,Polk,48.0,373.0,18496.0,5353.0,0.7755461444924315,46974,25288,21686,14.8,70.9,10.4,1.5,0.6,0.1,35008,43267,23023,18.7,32.0,22.8,22.8,23.7,17.9,12.8,77.7,12.4,0.9,1.6,3.5,4.0,29.1,17988,72.6,18.4,8.7,0.3,8.5
Texas,Trinity,48.0,455.0,5579.0,1323.0,0.8083164300202841,14481,6959,7522,9.3,79.1,9.5,0.3,0.4,0.0,11188,37398,20369,18.4,30.0,27.5,23.0,23.5,12.8,13.3,80.9,10.9,0.5,1.8,1.0,4.9,33.2,4946,69.3,20.8,9.2,0.6,10.2
Texas,Deaf Smith,48.0,117.0,3293.0,1263.0,0.7227831431079894,18947,9499,9448,71.6,25.9,0.8,0.3,0.5,0.1,10652,51543,21209,18.0,26.8,27.7,12.8,18.5,15.0,26.0,85.0,11.5,0.5,0.4,0.4,2.2,13.1,8619,80.9,12.9,5.5,0.7,5.0
Texas,McCulloch,48.0,307.0,2898.0,490.0,0.8553719008264463,8145,4171,3974,31.6,62.2,2.0,0.0,0.0,0.0,6009,42367,23398,16.3,25.1,23.2,21.0,22.1,19.7,13.9,82.8,12.3,0.1,3.0,0.1,1.8,15.9,3658,68.5,17.7,13.2,0.6,3.2
Texas,Mason,48.0,319.0,2108.0,566.0,0.7883320867614061,4122,2200,1922,24.3,71.9,0.0,0.3,2.5,0.0,2992,40949,24519,12.6,20.1,21.0,24.1,23.5,23.8,7.6,74.9,13.5,0.0,5.6,1.5,4.5,20.2,2173,74.8,7.5,17.3,0.4,2.8
Texas,Hockley,48.0,219.0,6534.0,1481.0,0.8152214597629445,23273,11505,11768,46.9,47.7,3.6,0.6,0.2,0.1,16017,49184,22673,14.9,18.7,26.2,17.0,24.6,19.4,12.8,78.6,16.2,0.1,2.0,0.7,2.5,19.6,10337,81.1,12.7,6.0,0.3,7.4
Texas,Parmer,48.0,369.0,2133.0,488.0,0.8138115223197253,9871,5065,4806,62.4,35.1,1.6,0.1,0.2,0.0,5688,50410,21876,17.3,27.6,26.2,13.0,17.2,16.7,26.9,76.7,13.2,0.9,1.7,4.7,2.9,14.2,4411,75.9,14.2,9.6,0.3,2.8
Texas,Randall,48.0,381.0,50597.0,12750.0,0.7987276429823038,130552,64149,66403,20.2,73.4,2.8,0.4,1.5,0.1,95349,65564,32922,9.6,11.6,37.3,17.4,26.2,8.9,10.2,84.7,9.7,0.3,1.3,1.0,3.0,19.1,68640,75.3,16.3,8.3,0.1,3.7
Texas,Franklin,48.0,159.0,4153.0,803.0,0.8379741727199355,10639,5409,5230,13.9,79.6,4.5,0.5,0.0,0.1,7429,43967,23642,15.0,22.8,24.3,14.6,26.8,16.9,17.4,82.5,8.9,0.4,1.5,1.2,5.5,23.9,4397,74.0,11.1,14.1,0.8,7.6
Texas,Frio,48.0,163.0,2812.0,2421.0,0.5373590674565258,19110,11363,7747,78.5,16.4,3.6,0.0,0.6,0.0,12651,37382,16833,20.3,26.8,19.2,22.3,17.5,20.5,20.5,84.6,11.0,0.2,1.4,0.6,2.3,15.8,6859,76.6,16.8,6.6,0.0,7.3
Texas,Llano,48.0,299.0,9996.0,3167.0,0.7594013522753171,20195,9848,10347,9.8,87.1,0.7,0.1,0.4,0.0,16826,50524,35680,12.5,19.9,31.3,21.1,25.3,14.2,8.1,72.1,15.0,0.0,2.6,1.0,9.4,24.4,7660,73.2,12.2,14.2,0.3,8.3
Texas,Wichita,48.0,485.0,31930.0,13024.0,0.7102816212127953,131778,68339,63439,18.5,66.1,9.9,0.6,2.0,0.0,96973,45776,23263,18.9,26.6,33.2,20.7,23.8,10.4,11.9,77.0,8.6,0.8,7.6,2.0,4.0,15.4,55552,74.3,19.9,5.4,0.4,4.8
Texas,Rains,48.0,379.0,5147.0,841.0,0.8595524382097528,11246,5722,5524,8.7,85.8,1.5,1.0,0.1,0.0,8630,48308,23976,13.1,17.6,27.0,16.7,23.1,16.9,16.4,80.7,11.8,0.0,2.1,1.8,3.5,34.9,4601,74.0,11.7,14.3,0.0,5.7
Texas,Lynn,48.0,305.0,1853.0,428.0,0.8123629986847873,5785,2957,2828,47.2,49.3,1.3,0.5,0.3,0.0,4001,44922,26758,18.0,26.9,31.1,14.3,24.7,19.8,10.1,76.0,18.4,0.1,2.8,0.0,2.7,19.1,2419,74.8,16.1,8.8,0.3,8.1
Texas,Nueces,48.0,355.0,64467.0,60749.0,0.5148463455149501,358484,176836,181648,63.0,30.3,3.6,0.2,1.9,0.1,252113,53317,26780,16.7,23.8,29.4,21.3,24.5,13.0,11.8,83.0,10.2,1.3,1.7,1.5,2.3,19.6,165116,77.8,15.3,6.8,0.2,5.9
Texas,Kimble,48.0,267.0,1987.0,284.0,0.8749449581682078,4432,2140,2292,23.7,74.3,0.0,0.5,0.0,0.0,3485,41095,26982,22.1,36.4,26.0,22.1,24.6,17.9,9.4,72.6,19.4,0.0,3.3,1.3,3.4,20.6,2027,69.8,18.5,11.5,0.1,6.4
Texas,Swisher,48.0,437.0,1842.0,478.0,0.7939655172413793,7541,3955,3586,43.1,47.5,5.7,0.5,0.2,0.1,5179,37883,18878,22.2,30.8,30.3,19.2,22.0,13.8,14.7,83.3,7.5,0.2,3.3,1.1,4.5,19.7,2704,72.1,15.3,12.5,0.0,5.9
Texas,Jefferson,48.0,245.0,47535.0,46022.0,0.5080859796701476,254574,130404,124170,19.5,41.7,33.7,0.2,3.6,0.0,175785,46315,25370,19.4,29.2,28.9,19.6,23.2,13.4,14.9,89.5,6.8,0.5,0.7,0.9,1.6,19.7,105319,83.0,13.0,3.9,0.1,6.5
Texas,Collingsworth,48.0,87.0,1048.0,155.0,0.8711554447215295,3026,1508,1518,31.3,60.3,3.5,4.3,0.1,0.0,2035,46348,21356,15.0,25.8,20.9,22.4,19.0,21.4,16.2,86.3,8.8,0.0,4.1,0.0,0.8,15.4,1386,65.2,26.2,8.7,0.0,7.1
Texas,Stephens,48.0,429.0,3385.0,396.0,0.8952658026976991,9365,4826,4539,23.2,72.1,2.2,0.6,0.5,0.0,6896,45862,23044,21.3,32.7,25.1,18.6,20.3,17.6,18.5,82.5,10.2,0.5,1.5,3.0,2.3,19.5,3730,72.8,14.6,12.5,0.0,4.7
Texas,Wilbarger,48.0,487.0,3520.0,954.0,0.7867679928475637,12972,6415,6557,28.6,59.4,8.0,0.7,0.9,0.0,9694,43913,21938,16.5,22.6,26.5,24.7,22.3,11.4,15.0,75.7,20.5,0.0,1.7,1.3,0.8,11.5,6329,67.8,24.9,6.9,0.4,5.8
Texas,Terry,48.0,445.0,2809.0,757.0,0.7877173303421199,12755,6753,6002,53.8,40.8,4.6,0.2,0.0,0.0,8567,42441,21938,13.7,21.1,31.1,17.6,17.4,22.8,11.1,77.8,16.3,0.3,1.1,1.9,2.7,20.1,4556,74.8,17.2,8.0,0.0,9.4
Texas,Floyd,48.0,153.0,1581.0,437.0,0.7834489593657086,5953,2911,3042,57.8,37.9,2.5,0.2,0.3,0.0,4035,48767,24347,18.2,28.7,30.0,17.1,15.6,22.9,14.4,81.0,8.9,0.8,1.6,0.3,7.4,14.9,2444,75.3,15.1,9.6,0.0,6.4
Texas,Tyler,48.0,457.0,8095.0,1390.0,0.8534528202424881,21456,11726,9730,7.3,79.6,10.8,0.1,0.3,0.0,17064,44396,21172,15.8,23.8,23.6,21.0,22.5,16.8,16.1,83.3,7.5,0.0,1.0,3.1,5.0,35.7,6746,77.7,17.9,4.2,0.2,9.5
Texas,Wheeler,48.0,483.0,2158.0,168.0,0.9277730008598452,5599,2871,2728,26.5,68.3,2.7,0.1,0.1,0.2,3807,50910,25809,19.2,31.7,25.5,19.6,21.2,21.6,12.0,86.9,7.1,0.0,2.6,1.5,1.9,18.4,2551,68.8,21.0,10.0,0.2,5.6
Texas,Camp,48.0,63.0,3626.0,1392.0,0.7225986448784376,12670,6215,6455,23.9,56.6,16.9,0.4,0.3,0.0,8606,41811,21069,17.4,24.4,22.5,18.0,22.4,14.3,22.7,80.7,13.7,0.4,0.1,1.4,3.6,26.0,5274,75.1,15.0,8.9,1.0,6.1
Texas,Galveston,48.0,167.0,93306.0,58247.0,0.615665806681491,321184,158564,162620,23.9,58.0,12.5,0.3,3.3,0.0,225661,65702,33870,13.9,19.7,41.1,17.6,22.0,9.4,9.9,80.9,10.5,0.9,2.0,1.9,3.7,28.0,149076,77.0,16.7,6.1,0.1,6.5
Texas,Nolan,48.0,353.0,4127.0,1161.0,0.780446293494705,14990,7629,7361,36.4,57.0,4.9,0.4,0.3,0.0,10812,42019,23686,16.8,25.0,27.9,20.1,16.9,14.4,20.8,79.7,13.7,0.0,2.6,2.5,1.5,15.5,6316,74.3,18.5,7.1,0.1,7.1
Texas,Dawson,48.0,115.0,2951.0,808.0,0.7850492152168129,13095,7274,5821,56.4,36.3,5.7,0.4,0.9,0.0,9223,43201,21360,18.5,20.4,25.0,17.0,21.8,19.3,16.8,77.8,16.5,0.3,2.3,0.3,2.9,16.6,4968,70.4,20.1,9.3,0.3,6.7
Texas,Castro,48.0,69.0,1601.0,466.0,0.7745524915336236,7891,3958,3933,63.9,32.9,0.7,0.1,1.2,0.0,4447,44643,22292,15.9,22.7,24.7,14.4,26.6,18.2,16.2,85.8,7.1,0.0,2.4,0.7,4.0,16.1,3289,75.8,12.6,10.3,1.3,4.2
Texas,Archer,48.0,9.0,4300.0,446.0,0.9060261272650654,8793,4335,4458,8.3,88.6,0.8,0.3,0.4,0.0,6712,63192,31103,8.8,10.1,34.2,13.4,25.3,12.9,14.2,86.0,6.9,0.3,1.0,1.1,4.7,20.4,4344,75.6,14.5,9.8,0.0,3.0
Texas,El Paso,48.0,141.0,81235.0,168801.0,0.3248932153769857,834825,409199,425626,82.2,12.4,3.0,0.3,1.1,0.1,488016,43244,19950,21.7,30.2,30.1,20.9,27.0,9.1,12.9,79.7,11.0,1.5,2.0,2.3,3.5,23.4,341350,74.0,19.5,6.3,0.1,7.0
Texas,San Patricio,48.0,409.0,16495.0,8971.0,0.6477263802717349,66867,33592,33275,56.8,39.4,1.5,0.2,1.0,0.0,46088,53332,24613,15.2,22.0,26.0,20.0,21.8,18.2,14.0,84.3,9.5,0.2,1.5,1.3,3.2,23.6,28869,77.9,17.1,4.9,0.2,4.9
