state,county,state_id,county_id,DEM_votes,REP_votes,normalized_election_outcome,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Nebraska,Sherman,31.0,163.0,1322.0,343.0,0.793993993993994,3048,1518,1530,2.0,97.1,0.0,0.0,0.6,0.0,2388,48704,27983,10.7,18.1,37.8,15.0,15.9,15.6,15.8,75.4,11.6,0.2,4.6,2.0,6.2,25.5,1515,70.5,10.5,18.5,0.5,1.7
Nebraska,Phelps,31.0,137.0,4157.0,752.0,0.8468119779995926,9163,4603,4560,5.4,92.7,0.1,0.2,0.2,0.0,6795,56408,30166,7.1,6.9,33.9,17.6,18.2,16.2,14.2,83.0,9.0,0.0,3.0,0.9,4.2,13.8,4780,74.9,13.3,11.0,0.8,0.7
Nebraska,Valley,31.0,175.0,1901.0,412.0,0.8218763510592304,4252,2111,2141,2.8,95.7,0.4,0.2,0.0,0.0,3312,50270,27271,11.5,10.6,36.9,15.2,23.6,16.1,8.2,73.9,13.8,0.0,5.8,0.0,6.5,18.1,2349,69.9,15.8,14.2,0.1,1.5
Nebraska,Kearney,31.0,99.0,2822.0,701.0,0.8010218563724099,6547,3229,3318,5.8,92.7,0.1,0.3,0.2,0.0,4849,53207,31234,9.4,14.5,31.3,16.6,20.9,15.3,16.0,79.5,10.2,0.0,3.1,0.9,6.3,18.4,3470,77.6,11.4,10.4,0.6,3.4
Nebraska,Perkins,31.0,135.0,1321.0,199.0,0.8690789473684211,2904,1474,1430,3.8,95.5,0.1,0.0,0.0,0.0,2197,58125,30923,4.8,4.9,37.7,14.2,19.3,19.9,8.9,79.1,7.7,0.1,1.9,0.3,10.8,13.7,1464,63.4,21.1,14.8,0.7,1.1
Nebraska,Webster,31.0,181.0,1511.0,335.0,0.8185265438786565,3597,1774,1823,4.7,92.1,0.2,0.0,0.6,0.1,2772,43831,26136,11.3,15.5,35.9,15.5,18.4,16.6,13.7,75.8,13.6,0.4,3.8,0.3,6.1,20.9,1764,67.8,17.5,12.3,2.4,2.1
Nebraska,Furnas,31.0,65.0,2163.0,399.0,0.8442622950819673,4814,2356,2458,3.7,94.2,0.3,0.0,0.1,0.0,3669,43400,24522,13.5,20.1,37.3,17.1,17.6,14.1,13.8,75.0,9.7,0.0,4.3,1.5,9.5,13.2,2394,70.7,15.3,13.1,0.9,2.5
Nebraska,Pawnee,31.0,133.0,1071.0,322.0,0.7688442211055276,2704,1317,1387,1.8,95.4,0.0,0.2,0.0,0.0,2128,42176,27196,20.5,35.7,35.5,16.9,19.0,12.8,15.8,73.8,10.0,0.0,4.2,0.3,11.7,20.8,1205,64.6,14.4,21.0,0.0,2.7
Nebraska,Nance,31.0,125.0,1437.0,359.0,0.8001113585746102,3569,1764,1805,2.5,96.9,0.1,0.3,0.1,0.1,2733,45428,26852,11.7,9.1,35.3,14.3,23.8,13.3,13.2,80.9,8.2,0.0,4.4,0.8,5.6,19.4,1792,71.0,14.2,13.8,1.0,2.0
Nebraska,Dawes,31.0,45.0,2931.0,1082.0,0.7303762770994269,8972,4495,4477,4.8,85.3,0.9,2.8,0.9,2.2,7087,46146,24811,14.3,10.8,37.9,22.0,22.7,10.3,7.1,71.7,8.4,0.1,14.4,2.0,3.4,12.8,4590,60.2,30.8,8.5,0.4,1.0
Nebraska,Morrill,31.0,123.0,2113.0,386.0,0.8455382152861144,4903,2460,2443,15.4,82.1,0.8,0.5,0.1,0.0,3565,44201,25120,9.4,11.4,28.9,17.3,21.3,20.7,11.8,73.2,11.6,0.3,4.6,1.1,9.1,17.8,2417,68.5,20.9,10.2,0.5,3.7
Nebraska,Franklin,31.0,61.0,1434.0,276.0,0.8385964912280702,3019,1514,1505,2.1,96.2,0.5,0.0,0.2,0.0,2424,49453,28635,13.3,18.8,34.8,15.0,18.8,15.0,16.4,82.5,6.2,0.3,4.5,1.0,5.4,18.2,1496,67.3,19.7,12.8,0.3,2.6
Nebraska,Boyd,31.0,15.0,1010.0,135.0,0.8820960698689956,2049,1038,1011,0.7,95.0,0.5,1.5,0.9,0.0,1563,48750,26413,9.8,5.6,43.4,12.0,15.2,17.5,11.9,65.1,5.4,0.0,8.0,1.1,20.5,17.2,1020,54.8,17.5,26.2,1.5,1.6
Nebraska,Greeley,31.0,77.0,1016.0,229.0,0.8160642570281125,2436,1203,1233,2.0,96.2,0.6,0.0,0.4,0.0,1844,47218,25544,9.8,14.3,36.5,14.0,18.9,23.0,7.5,70.4,7.6,1.0,6.9,0.6,13.5,21.7,1183,68.8,9.6,20.9,0.8,1.7
Nebraska,Frontier,31.0,63.0,1229.0,189.0,0.8667136812411848,2624,1324,1300,1.4,96.4,0.0,0.6,0.1,0.0,2071,52090,27900,10.9,15.9,35.4,15.9,21.5,18.0,9.2,76.5,7.9,0.4,5.3,1.0,8.9,20.3,1253,64.1,20.8,14.1,1.0,3.2
Nebraska,Red Willow,31.0,145.0,4525.0,811.0,0.8480134932533733,10870,5552,5318,4.9,92.2,1.1,0.0,0.3,0.0,8320,42882,25006,11.7,17.3,28.6,20.8,24.3,10.3,16.1,82.3,6.1,0.2,2.9,2.4,6.1,12.2,5598,72.8,16.1,10.9,0.3,4.9
Nebraska,Thurston,31.0,173.0,1180.0,1122.0,0.5125977410947002,7055,3502,3553,5.1,36.7,0.2,55.6,0.7,0.0,4441,44701,19380,30.5,41.3,38.9,18.3,20.6,11.5,10.8,75.0,10.7,1.3,6.1,1.3,5.6,15.8,2589,53.9,38.0,7.9,0.3,15.4
Nebraska,Harlan,31.0,83.0,1615.0,282.0,0.8513442277279916,3469,1811,1658,3.7,94.2,0.9,0.3,0.3,0.0,2681,46750,26375,12.9,19.9,32.9,16.3,21.5,17.4,11.8,78.9,10.1,0.3,4.3,0.6,5.8,16.8,1613,70.1,16.9,12.5,0.5,2.0
Nebraska,Hitchcock,31.0,87.0,1264.0,175.0,0.8783877692842251,2860,1423,1437,0.8,98.9,0.1,0.0,0.0,0.0,2208,41582,25290,14.2,22.0,26.2,19.4,25.6,13.6,15.2,78.9,8.7,0.2,4.2,0.0,8.0,20.8,1349,66.0,16.8,16.2,1.0,3.1
Nebraska,Sarpy,31.0,153.0,51518.0,41029.0,0.5566685035711585,175188,87568,87620,8.7,81.8,3.7,0.3,2.5,0.1,121810,75752,33103,5.3,5.9,43.0,15.2,24.1,8.6,9.1,87.4,7.6,0.2,0.7,0.9,3.3,20.6,91916,80.5,15.5,3.9,0.1,3.3
Nebraska,Douglas,31.0,55.0,117398.0,148058.0,0.4422503164366223,549706,270917,278789,12.2,70.2,10.9,0.3,3.4,0.0,377163,58640,32023,13.5,18.5,40.5,16.2,25.5,7.5,10.4,82.8,8.8,1.2,2.1,1.3,3.8,19.3,285735,85.8,10.1,4.1,0.1,4.4
Nebraska,Chase,31.0,29.0,1740.0,226.0,0.8850457782299085,3803,1892,1911,10.5,88.9,0.1,0.0,0.0,0.0,2688,54568,33708,8.0,8.8,34.3,9.7,22.4,18.8,14.8,76.6,4.9,0.0,3.7,4.0,10.8,12.7,2007,66.6,12.9,20.1,0.5,2.3
Nebraska,Brown,31.0,17.0,1470.0,191.0,0.8850090307043951,3058,1468,1590,1.2,96.5,0.0,0.2,0.4,0.0,2401,42773,29664,16.0,22.3,40.2,19.2,18.7,12.0,9.9,74.5,6.7,0.0,8.5,1.8,8.4,14.5,1584,66.1,15.8,17.9,0.2,0.6
Nebraska,Keith,31.0,101.0,3544.0,763.0,0.8228465289064314,8129,4121,4008,6.8,90.5,0.7,0.4,1.1,0.3,6412,45078,27890,13.1,20.9,30.0,20.1,24.1,12.8,13.1,79.3,5.4,1.4,4.7,3.4,5.8,14.4,4103,76.2,13.5,10.0,0.3,2.8
Nebraska,Sioux,31.0,165.0,642.0,72.0,0.8991596638655462,1256,647,609,3.8,90.0,0.4,0.2,0.2,0.0,998,45375,26852,12.4,18.7,55.6,8.2,16.5,14.4,5.3,55.5,9.8,0.0,15.6,0.8,18.3,18.9,660,61.7,18.8,19.5,0.0,0.0
Nebraska,Dakota,31.0,43.0,3926.0,2744.0,0.5886056971514243,20529,10074,10455,38.4,49.8,4.3,2.3,3.0,0.0,11848,52401,22463,16.8,23.9,20.1,18.3,19.9,13.6,28.1,80.4,12.6,0.2,3.3,0.6,3.0,14.7,10163,86.8,8.0,4.9,0.3,7.3
Nebraska,Kimball,31.0,105.0,1553.0,267.0,0.8532967032967033,3688,1840,1848,8.8,88.2,0.1,0.1,0.8,0.0,2820,43017,24011,11.4,9.5,28.0,14.1,28.0,9.4,20.4,76.7,12.5,0.4,5.4,1.1,4.0,14.3,1738,72.6,19.4,7.9,0.0,6.0
Nebraska,Dundy,31.0,57.0,883.0,105.0,0.8937246963562753,2017,1004,1013,14.6,84.8,0.1,0.0,0.0,0.0,1385,44653,26949,10.5,19.3,45.1,11.8,18.0,15.9,9.3,84.8,1.6,0.0,2.3,2.2,9.1,14.4,927,65.9,20.1,14.0,0.0,3.6
Nebraska,Rock,31.0,149.0,744.0,84.0,0.8985507246376812,1381,690,691,0.9,97.6,0.3,0.0,0.0,0.0,1151,52361,33867,9.7,7.0,37.6,17.9,18.2,18.9,7.4,71.8,7.6,0.0,5.9,0.5,14.2,16.2,760,65.8,14.1,20.0,0.1,1.4
Nebraska,Garden,31.0,69.0,1016.0,161.0,0.8632115548003398,1913,960,953,3.9,94.2,0.2,0.2,0.9,0.0,1502,48125,35602,11.7,10.5,42.6,13.6,20.5,13.5,9.9,71.8,8.7,0.1,4.9,0.8,13.7,21.4,921,53.2,26.5,20.3,0.0,1.4
Nebraska,Gosper,31.0,73.0,893.0,215.0,0.8059566787003609,2019,988,1031,2.0,96.2,0.0,0.0,0.6,0.0,1621,61769,31901,5.7,10.1,30.7,16.4,24.0,14.8,14.1,82.8,6.9,1.1,4.3,1.3,3.6,16.4,1129,66.3,18.9,13.6,1.3,4.6
Nebraska,Hayes,31.0,85.0,494.0,34.0,0.9356060606060606,957,494,463,5.9,93.8,0.0,0.0,0.0,0.0,743,44946,27183,9.0,5.2,42.8,13.7,15.5,20.3,7.6,75.8,10.4,0.4,3.8,0.6,9.0,24.5,502,62.0,19.1,18.9,0.0,1.6
Nebraska,Deuel,31.0,49.0,871.0,141.0,0.8606719367588933,1901,915,986,7.8,89.5,0.1,1.0,0.3,0.0,1508,53438,28225,11.1,17.6,32.9,18.8,23.9,7.1,17.4,75.7,10.4,0.0,4.7,5.9,3.3,21.0,1002,72.1,18.8,9.2,0.0,4.1
Nebraska,Garfield,31.0,71.0,925.0,133.0,0.8742911153119093,1958,970,988,2.1,96.6,0.2,0.0,0.3,0.0,1572,46509,25856,7.2,5.3,34.6,16.6,20.8,14.5,13.5,72.6,5.1,0.5,8.7,2.1,11.0,11.5,1006,62.5,17.2,19.6,0.7,1.9
Nebraska,Keya Paha,31.0,103.0,476.0,49.0,0.9066666666666666,720,368,352,1.1,97.8,0.1,0.0,0.1,0.0,575,48864,28981,7.7,13.3,48.4,11.0,16.6,20.1,4.0,56.0,6.3,0.0,7.7,1.6,28.3,18.8,428,55.4,12.9,31.8,0.0,1.2
Nebraska,Wheeler,31.0,183.0,438.0,59.0,0.8812877263581489,846,444,402,0.7,98.9,0.0,0.0,0.1,0.0,686,49706,28257,2.6,3.2,32.2,13.8,15.2,23.3,15.6,75.0,3.5,0.0,4.6,1.3,15.6,18.8,494,62.8,14.4,22.7,0.2,0.4
Nebraska,Banner,31.0,7.0,362.0,43.0,0.8938271604938272,728,356,372,7.8,89.4,0.5,0.0,0.0,0.0,554,55000,30736,8.9,10.5,52.0,5.5,17.3,13.8,11.3,62.5,10.9,0.0,5.1,0.0,21.5,24.8,398,50.3,24.6,25.1,0.0,3.2
Nebraska,Logan,31.0,113.0,407.0,38.0,0.9146067415730336,919,471,448,2.9,93.9,0.7,0.2,0.0,0.0,644,50278,24624,9.7,12.2,28.0,12.9,18.2,24.4,16.4,66.4,10.3,0.0,7.1,0.5,15.8,27.8,450,74.4,9.6,14.9,1.1,1.1
Nebraska,Loup,31.0,115.0,370.0,75.0,0.8314606741573034,537,260,277,0.0,99.6,0.0,0.4,0.0,0.0,433,58625,29248,8.9,9.6,49.5,10.8,10.5,15.6,13.6,57.3,4.1,0.0,4.9,0.7,33.0,26.7,295,43.7,17.6,38.0,0.7,0.7
Nebraska,McPherson,31.0,117.0,275.0,17.0,0.9417808219178082,432,221,211,0.9,96.8,0.0,0.0,0.0,0.0,335,60714,27241,16.0,21.6,33.3,12.0,26.7,9.8,18.2,47.1,10.8,0.0,17.0,4.9,20.2,30.1,225,69.3,4.4,25.8,0.4,0.0
Nebraska,Blaine,31.0,9.0,280.0,35.0,0.8888888888888888,502,256,246,0.0,98.0,0.0,0.0,0.6,1.4,396,52000,28503,9.8,15.1,44.7,9.6,11.7,22.7,11.3,55.6,10.1,0.4,7.6,2.5,23.8,20.6,282,65.2,16.0,18.8,0.0,1.1
Nebraska,Thomas,31.0,171.0,377.0,45.0,0.8933649289099526,643,344,299,0.6,97.4,0.0,0.3,0.0,0.0,511,53173,29243,12.4,18.9,41.8,9.9,19.5,20.1,8.8,60.9,14.0,0.0,8.4,0.0,16.8,14.3,364,53.6,25.8,20.1,0.5,1.9
Nebraska,Hooker,31.0,91.0,376.0,59.0,0.8643678160919541,684,315,369,2.9,96.2,0.9,0.0,0.0,0.0,578,41607,27714,17.4,24.3,38.8,23.0,17.4,10.9,9.9,65.6,5.0,1.0,13.0,6.0,9.4,11.7,304,51.0,29.3,19.7,0.0,1.0
Nebraska,Arthur,31.0,5.0,260.0,21.0,0.9252669039145908,421,204,217,0.0,97.6,0.0,0.0,0.0,0.0,289,41250,21799,10.9,8.3,46.9,9.6,11.3,20.3,11.9,64.5,14.2,0.0,7.7,0.0,13.6,20.8,177,60.5,16.9,21.5,1.1,0.6
Nebraska,Grant,31.0,75.0,375.0,20.0,0.9493670886075948,682,346,336,1.9,96.2,0.9,0.0,0.0,0.0,526,45833,22693,21.1,33.8,38.8,14.5,16.3,21.6,8.9,63.3,6.8,0.0,10.9,3.3,15.7,20.9,338,65.1,15.1,18.9,0.9,4.5
Nevada,Churchill,32.0,1.0,9372.0,3051.0,0.7544071480318764,24022,12177,11845,13.4,73.9,2.4,4.0,2.4,0.2,17384,46914,25211,13.8,15.3,30.3,20.3,20.0,16.0,13.4,81.3,10.7,0.1,2.6,2.1,3.2,20.1,9228,69.7,22.3,7.7,0.2,7.8
Nevada,Elko,32.0,7.0,16741.0,4557.0,0.7860362475349798,52377,27185,25192,24.2,67.2,0.8,5.2,1.0,0.2,35352,76178,32498,11.5,16.2,25.8,20.2,20.7,21.6,11.6,60.7,13.3,14.8,5.6,1.2,4.4,31.3,26482,82.5,14.1,3.2,0.2,4.4
Nevada,Washoe,32.0,31.0,116760.0,128128.0,0.4767893894351704,445551,224212,221339,23.9,63.7,2.1,1.3,5.2,0.6,315259,58595,31879,13.3,16.9,33.8,20.9,25.7,8.0,11.5,77.8,11.3,1.9,2.8,1.9,4.3,21.4,219548,80.5,13.8,5.6,0.1,6.8
Nevada,Lyon,32.0,19.0,20914.0,8473.0,0.7116752305441182,52303,26400,25903,16.2,76.1,0.9,1.9,1.1,0.2,38606,50920,25063,13.7,18.3,25.1,20.6,23.5,13.4,17.4,79.7,14.6,0.1,0.8,1.7,3.1,29.6,20991,78.1,16.1,5.7,0.1,9.8
Nevada,Clark,32.0,3.0,430930.0,521852.0,0.4522860423475674,2112436,1056002,1056434,30.7,44.1,10.8,0.4,9.5,0.7,1384810,54882,27719,14.6,21.2,27.2,29.2,26.1,7.9,9.6,78.9,9.9,3.7,1.6,2.3,3.6,24.5,982033,84.5,10.5,4.9,0.1,8.3
Nevada,Humboldt,32.0,13.0,5877.0,1689.0,0.7767644726407613,17088,8879,8209,26.5,65.8,0.6,4.5,0.3,0.0,11405,69324,29215,9.1,9.7,22.5,14.8,22.3,23.2,17.1,64.3,12.0,14.5,3.0,1.2,5.0,29.9,8394,78.2,12.6,9.0,0.2,7.3
Nevada,Douglas,32.0,5.0,21630.0,11571.0,0.6514864010120177,47632,24047,23585,12.3,81.1,0.6,1.8,1.3,0.2,37474,61176,35727,9.8,13.5,36.1,23.7,21.4,10.0,8.7,79.5,10.5,0.2,1.2,1.2,7.5,23.9,20744,71.5,19.3,9.1,0.2,6.2
Nevada,Nye,32.0,23.0,17528.0,7288.0,0.7063185041908446,43296,21789,21507,14.2,77.2,3.0,1.5,1.6,0.4,34245,44225,23740,17.3,26.7,24.3,23.2,24.0,15.6,12.9,72.9,14.1,1.1,4.6,2.2,5.1,24.4,14551,77.8,16.0,6.0,0.3,11.4
Nevada,Pershing,32.0,27.0,1731.0,547.0,0.7598770851624231,6661,4337,2324,23.8,66.1,4.7,2.8,1.3,0.5,5112,52308,19201,15.0,22.8,35.1,14.4,16.9,22.8,10.7,74.4,13.4,1.0,5.6,0.7,4.8,16.7,2211,64.9,28.9,6.2,0.0,4.2
Nevada,Lincoln,32.0,17.0,2067.0,330.0,0.8623279098873592,5203,2780,2423,8.7,83.7,2.6,3.2,1.0,0.0,4157,52971,27218,12.1,25.2,37.1,22.9,20.7,15.4,3.9,79.0,11.5,0.0,3.0,1.3,5.2,13.2,1793,45.1,48.6,6.0,0.3,9.3
Nevada,White Pine,32.0,33.0,3403.0,859.0,0.7984514312529329,9858,5820,4038,15.3,72.7,4.7,5.7,0.8,0.2,7475,60358,25350,13.0,21.3,34.1,22.7,18.1,17.3,7.8,77.8,8.2,1.7,10.2,0.7,1.3,14.2,3567,59.2,34.9,5.9,0.0,6.2
Nevada,Lander,32.0,15.0,2198.0,496.0,0.8158871566443949,5887,3276,2611,26.8,67.8,0.1,4.2,0.1,0.5,3910,79865,30256,13.2,22.3,22.1,15.4,14.7,34.8,13.1,57.6,22.8,11.2,5.1,1.4,2.0,23.6,2683,79.2,16.0,4.7,0.0,7.6
Nevada,Eureka,32.0,11.0,895.0,105.0,0.895,1728,849,879,1.6,96.7,0.1,1.7,0.0,0.0,1306,67159,35606,10.0,0.0,30.6,13.6,17.7,25.3,12.7,53.4,8.8,8.6,24.7,0.0,4.4,22.5,904,55.1,28.4,16.5,0.0,0.0
Nevada,Mineral,32.0,21.0,1423.0,829.0,0.6318827708703375,4471,2165,2306,11.1,58.1,0.8,21.6,4.6,0.0,3392,39375,22791,20.3,41.4,23.8,21.6,22.4,18.4,13.8,77.0,5.0,0.0,8.5,1.2,8.3,13.1,1685,55.0,41.2,3.8,0.0,20.6
Nevada,Esmeralda,32.0,9.0,400.0,74.0,0.8438818565400844,1102,485,617,15.6,80.0,0.7,2.4,0.0,0.0,807,39405,23755,6.8,8.9,31.0,15.4,9.8,28.1,15.8,64.5,8.1,0.0,14.8,3.6,9.0,15.9,449,71.5,16.9,10.7,0.9,3.9
Nevada,Storey,32.0,29.0,1908.0,902.0,0.6790035587188612,3891,1894,1997,6.7,86.7,0.7,1.4,1.9,0.0,3366,63607,36388,7.7,16.4,30.3,23.4,28.4,11.9,6.0,82.8,6.9,1.6,3.7,0.4,4.5,26.7,1768,74.4,14.5,11.1,0.0,4.2
New Hampshire,Grafton,33.0,9.0,423.0,345.0,0.55078125,89280,43952,45328,2.2,91.2,1.0,0.4,3.4,0.1,71329,61036,35255,10.9,14.5,41.9,19.1,19.8,8.9,10.2,73.7,8.7,1.6,7.8,3.0,5.3,22.0,45847,75.8,15.7,8.3,0.2,4.0
New Hampshire,Merrimack,33.0,13.0,7669.0,8725.0,0.4677930950347688,147958,72864,75094,2.0,93.1,1.2,0.1,1.8,0.0,115569,69856,34475,7.7,9.1,39.3,16.5,24.0,9.2,10.9,81.1,8.2,0.4,2.5,1.2,6.6,26.3,77527,76.6,16.4,6.9,0.1,4.0
New Hampshire,Hillsborough,33.0,11.0,1722.0,1475.0,0.5386299655927432,406371,201775,204596,6.3,85.7,2.1,0.1,3.8,0.0,303819,75777,37622,8.6,10.9,41.4,15.1,24.5,7.9,11.1,81.5,8.4,0.8,2.2,1.0,6.1,27.9,219781,83.2,11.2,5.5,0.1,4.8
New Hampshire,Strafford,33.0,17.0,1408.0,1330.0,0.5142439737034331,126552,61938,64614,2.2,91.4,0.8,0.0,3.2,0.0,98519,67805,32540,9.5,9.3,38.1,17.8,23.5,7.8,12.8,78.9,8.4,2.4,4.8,1.7,3.9,26.7,69103,79.0,16.1,4.9,0.0,4.4
New Hampshire,Sullivan,33.0,19.0,186.0,216.0,0.4626865671641791,43073,21263,21810,1.4,95.4,0.4,0.3,0.6,0.0,34368,59419,31301,9.4,12.3,35.0,14.7,23.6,9.1,17.6,80.3,10.3,0.3,3.1,1.1,4.8,24.1,21646,80.4,12.8,6.8,0.1,3.7
New Hampshire,Carroll,33.0,3.0,267.0,266.0,0.50093808630394,47524,23734,23790,1.4,96.1,0.5,0.1,0.6,0.0,39147,58139,35646,9.2,11.5,32.5,21.3,23.6,12.7,9.9,82.0,7.7,0.3,2.2,1.5,6.2,26.2,23324,71.9,14.5,13.5,0.1,4.7
New Jersey,Hunterdon,34.0,19.0,42203.0,38658.0,0.521920332422305,125717,62901,62816,6.2,86.3,2.5,0.1,3.8,0.0,95691,110969,54200,4.5,4.9,51.7,12.9,23.2,6.7,5.5,80.7,5.5,2.6,1.8,0.7,8.7,33.9,66382,79.5,13.7,6.6,0.1,4.4
New Jersey,Sussex,34.0,37.0,49609.0,33142.0,0.5994972870418485,143570,71475,72095,7.5,87.2,2.0,0.0,2.0,0.0,110077,89238,41272,5.3,6.3,39.5,16.3,25.5,9.4,9.3,83.8,7.3,1.8,1.2,0.7,5.2,38.2,75370,79.7,14.4,5.8,0.1,6.4
New Jersey,Burlington,34.0,5.0,96583.0,145987.0,0.3981654780063487,449192,220995,228197,7.6,68.3,15.7,0.0,4.8,0.0,338998,82839,39528,6.4,8.9,43.8,14.6,25.3,6.6,9.7,83.1,7.1,3.6,1.4,1.0,3.8,29.3,223990,78.2,17.5,4.1,0.2,6.9
New Jersey,Monmouth,34.0,25.0,187393.0,176558.0,0.5148852455412954,627551,305192,322359,10.6,75.4,6.7,0.1,5.4,0.0,457219,91807,46736,7.6,9.9,44.6,15.5,24.8,7.6,7.5,75.8,7.1,7.9,2.0,2.0,5.2,33.6,314470,80.8,13.8,5.3,0.2,6.0
New Jersey,Salem,34.0,33.0,18042.0,13722.0,0.5680015111446921,63776,31105,32671,8.3,75.1,13.1,0.2,0.9,0.0,47932,63934,31681,14.2,26.2,32.5,16.5,22.3,12.1,16.6,83.8,8.9,1.1,1.8,1.9,2.5,25.6,29365,80.4,15.4,4.2,0.1,8.0
New Jersey,Gloucester,34.0,15.0,83312.0,86588.0,0.4903590347263096,291372,141589,149783,5.8,79.1,9.9,0.0,3.0,0.0,219949,81489,36205,7.9,10.4,41.7,14.9,24.9,8.4,10.1,85.6,6.4,2.3,1.3,1.2,3.3,29.9,145749,80.6,15.5,3.8,0.1,7.4
New Jersey,Warren,34.0,41.0,32998.0,23861.0,0.5803478780843842,107088,52230,54858,8.6,82.9,4.2,0.1,2.9,0.0,80808,75500,37001,8.2,12.3,36.5,16.9,26.1,9.4,11.1,80.9,9.0,1.1,2.9,1.2,4.9,35.4,54719,80.1,14.0,5.8,0.1,7.4
New Jersey,Cumberland,34.0,11.0,27294.0,30148.0,0.4751575502245744,154952,79550,75402,29.7,47.4,17.7,0.5,1.3,0.0,107876,50000,23012,18.8,27.9,26.1,22.1,21.2,12.2,18.3,81.7,10.2,1.9,2.5,2.0,1.7,23.6,62714,76.8,19.2,3.7,0.2,9.0
New Jersey,Somerset,34.0,35.0,67335.0,103875.0,0.3932889434028386,333316,162775,170541,14.4,57.7,9.0,0.1,17.0,0.0,225857,106046,51923,4.8,4.9,52.2,12.7,22.7,5.3,7.2,78.3,7.8,5.1,2.0,0.8,5.9,32.0,174463,85.4,10.6,3.9,0.1,4.9
New Jersey,Morris,34.0,27.0,132713.0,145196.0,0.4775412095326168,498847,244480,254367,13.0,72.0,3.0,0.0,10.1,0.0,354414,107034,53491,4.6,4.8,51.0,12.9,23.9,5.3,6.9,79.2,6.8,5.4,2.0,0.9,5.6,30.9,262461,82.9,11.6,5.4,0.1,5.2
New Jersey,Atlantic,34.0,1.0,60957.0,68978.0,0.4691345672836418,272926,132171,140755,18.5,56.4,14.3,0.2,8.4,0.0,195390,57514,29941,15.3,24.4,31.0,29.3,23.1,8.2,8.4,77.1,7.5,6.5,3.5,2.9,2.5,24.2,127737,79.6,15.7,4.7,0.1,10.9
New Jersey,Mercer,34.0,21.0,47788.0,112845.0,0.29749802344474674,373362,182693,190669,16.9,50.8,19.7,0.0,10.7,0.0,251832,77027,40064,11.3,15.5,44.7,17.2,22.5,6.1,9.4,71.1,10.6,7.9,3.4,1.9,5.0,28.3,181602,80.0,16.0,3.9,0.1,7.5
New Jersey,Ocean,34.0,29.0,203613.0,113359.0,0.6423690420604975,589699,283959,305740,9.0,84.9,2.8,0.0,1.9,0.0,431866,65771,33312,10.9,18.7,35.1,18.9,27.7,9.8,8.4,82.8,7.3,1.9,1.6,1.7,4.8,30.7,253628,78.9,15.6,5.3,0.2,6.7
New Jersey,Middlesex,34.0,23.0,128535.0,205718.0,0.3845440429854033,837288,412127,425161,20.4,44.3,9.3,0.1,23.9,0.0,540851,83133,36558,8.6,11.0,45.1,13.9,23.2,6.5,11.3,72.9,8.5,9.6,2.4,2.3,4.2,33.3,408838,83.3,12.8,3.7,0.1,6.4
New Jersey,Camden,34.0,7.0,79126.0,161719.0,0.32853494986402043,510996,246942,264054,16.1,57.5,18.1,0.1,5.7,0.0,371154,65037,32931,13.1,19.3,39.3,17.9,25.2,6.8,10.8,76.8,9.2,7.4,2.0,1.3,3.4,28.3,248241,82.4,13.4,4.0,0.2,7.9
New Jersey,Cape May,34.0,9.0,32770.0,23583.0,0.5815129629301014,94549,46158,48391,7.4,85.6,4.5,0.0,1.0,0.0,75563,62332,36256,10.6,14.5,34.6,22.6,24.9,10.8,7.0,79.3,6.1,2.1,5.1,2.8,4.5,22.9,42170,71.2,22.0,6.5,0.3,8.4
New Jersey,Bergen,34.0,3.0,182831.0,259358.0,0.4134679967163362,937920,454204,483716,18.9,57.8,5.3,0.1,16.2,0.0,637924,91572,46601,7.2,8.5,47.9,13.5,24.3,6.3,8.0,68.7,7.4,14.9,2.8,1.4,4.7,32.3,473672,83.2,11.3,5.3,0.2,5.2
New Jersey,Passaic,34.0,31.0,84873.0,118112.0,0.4181244919575338,510563,248308,262255,40.5,42.0,10.6,0.2,5.2,0.0,327162,63339,29393,17.0,26.3,32.3,17.2,24.2,7.8,18.4,70.7,11.5,9.1,3.5,1.9,3.2,27.6,238552,84.5,11.2,4.2,0.1,6.0
New Jersey,Essex,34.0,13.0,68038.0,237981.0,0.22233260026338236,800401,384515,415886,22.4,31.1,38.8,0.1,5.1,0.0,521054,57365,35133,16.7,23.3,37.9,20.2,23.4,7.1,11.3,61.8,7.9,21.1,4.4,1.2,3.6,34.4,371793,80.0,14.7,5.1,0.2,10.4
New Jersey,Union,34.0,39.0,72679.0,153667.0,0.3210969047387628,557320,271607,285713,30.7,40.7,20.1,0.1,4.9,0.0,352205,73376,38163,10.3,14.4,37.1,17.2,23.9,7.4,14.4,68.6,7.9,11.7,2.8,5.3,3.7,31.1,278003,82.8,12.9,4.1,0.1,7.4
